"","document","term","count",".topic"
"940","1056","unterrichtsqualitat",1,24
"941","481","darunt",1,15
"942","481","erkenntnisweg",1,15
"943","481","erweiter",2,15
"944","481","fortbild",2,15
"945","481","hauptuntersuch",1,15
"946","481","hypothesengeleitet",1,15
"947","481","kompetenzzuwach",1,15
"948","481","lehrerfortbild",1,15
"949","481","ruckmeld",1,23
"950","481","schlussfolger",1,15
"951","481","stuf",1,15
"952","481","unterrichtsprakt",1,15
"953","481","zufried",1,15
"954","741","chemielehr",1,20
"955","741","laborpraktika",1,31
"956","741","protokoll",1,4
"957","741","ruckmeld",1,4
"958","741","seminar",1,6
"959","741","sensibilisi",1,8
"960","741","sprachlich",4,20
"961","741","textsort",1,8
"962","741","versuchsprotokoll",4,8
"963","1068","differenzier",3,36
"964","1068","effektivitat",1,27
"965","1068","heterogenitat",1,20
"966","1068","interventionsmassnahm",2,5
"967","1068","leistungsschwach",1,27
"968","1068","lernleit",2,36
"969","1068","lernmaterial",1,35
"970","1068","lernmateriali",1,36
"971","1068","realisiert",2,5
"972","889","education",1,12
"973","889","freie",1,12
"974","889","how",1,12
"975","889","know",1,12
"976","889","kompetenzentwickl",1,33
"977","889","kteach",1,12
"978","889","lamprecht",1,12
"979","889","lehrerinn",1,20
"980","889","lernvoraussetz",1,12
"981","889","mast",4,12
"982","889","modellversuch",2,12
"983","889","qualifizier",1,12
"984","889","quer",1,12
"985","889","teach",1,12
"986","899","computerbasiert",1,32
"987","899","dargebot",1,19
"988","899","forschend",2,25
"989","899","theoriebasiert",1,19
"990","899","vorgegeb",1,19
"991","899","wann",1,11
"992","1505","erkenntnismethod",1,29
"993","1505","hypothesenbild",1,29
"994","1505","kernlehrplan",2,29
"995","1505","kompetenzorientier",1,29
"996","1505","lernzirkel",4,29
"997","1505","modular",1,29
"998","1505","pisa",1,29
"999","1505","schulleistungsstudi",1,29
"1000","1505","sek",1,16
"1001","1505","station",1,29
"1002","1505","stellung",1,29
"1003","1505","verbessert",1,29
"1004","1505","zusammengestellt",1,29
"1005","313","hervor",1,1
"1006","313","konstruktivist",1,22
"1007","313","schulerseit",1,35
"1008","313","unterrichtsgestalt",1,1
"1009","313","verstehensprozess",1,1
"1010","313","wahr",1,35
"1011","558","determinant",1,14
"1012","558","fahigkeitsselbstkonzept",2,5
"1013","558","motiv",1,1
"1014","558","niedersachs",1,30
"1015","558","not",2,30
"1016","558","pradiktor",1,30
"1017","558","quasi",1,1
"1018","558","unbeliebt",1,13
"1019","558","untergeordnet",1,30
"1020","1353","beachtung",1,9
"1021","1353","definition",1,9
"1022","1353","elementar",2,9
"1023","1353","elementarisier",3,9
"1024","1353","elementarteilchenphys",2,9
"1025","1353","implizit",1,17
"1026","1353","kons",1,9
"1027","1353","kontextualisier",1,9
"1028","1353","rekonstruiert",1,9
"1029","1353","system",1,9
"1030","1383","ausub",1,21
"1031","1383","charakterisiert",1,21
"1032","1383","empfind",3,21
"1033","1383","klarung",1,21
"1034","1383","selbstbestimmungstheori",1,21
"1035","1383","skala",1,21
"1036","1383","tatig",1,25
"1037","1383","traditionell",1,21
"1038","1383","unbeliebt",1,21
"1039","1383","zustand",1,21
"1040","1541","delphi",1,5
"1041","1541","digital",3,28
"1042","1541","gewinnbring",1,31
"1043","1541","identifikation",1,7
"1044","1541","lab",1,31
"1045","1541","labor",3,6
"1046","1541","medi",1,28
"1047","1541","mint",2,7
"1048","1541","onlin",1,3
"1049","1541","schulunterricht",1,8
"1050","1541","transf",1,31
"1051","1541","verfahr",1,18
"1052","1541","virtuell",3,31
"1053","1046","freihandexperiment",1,24
"1054","1046","fremd",1,24
"1055","1046","hoch",1,24
"1056","1046","inferent",1,24
"1057","1046","professionswiss",1,37
"1058","1046","subdimension",1,24
"1059","1046","uactio",1,24
"1060","1046","uberzeug",1,14
"1061","1046","unterrichtshandeln",1,24
"1062","1046","unterrichtsminiatur",1,24
"1063","1046","unterrichtsqualitat",4,24
"1064","1046","unterrichtsqualitatsmerkmal",1,24
"1065","765","basiskonzept",3,26
"1066","765","effizient",1,26
"1067","765","elf",1,26
"1068","765","irt",1,26
"1069","765","map",2,26
"1070","765","materi",1,23
"1071","765","progression",3,23
"1072","765","reaktion",3,26
"1073","765","relation",1,26
"1074","8","begrund",1,32
"1075","8","definition",1,32
"1076","8","evidenzbasiert",1,35
"1077","8","hoch",1,31
"1078","8","intelligenz",1,20
"1079","8","kompetenzstrukturmodell",1,33
"1080","8","modellbasiert",1,36
"1081","8","testitem",1,26
"1082","8","ubergreif",1,32
"1083","8","ver",1,20
"1084","866","assessment",1,36
"1085","866","ausgangspunkt",1,19
"1086","866","blended",1,19
"1087","866","concept",1,34
"1088","866","energi",4,34
"1089","866","entscheidungsprozess",2,19
"1090","866","entschied",1,19
"1091","866","gruppendiskussion",1,17
"1092","866","intuitiv",1,19
"1093","866","neumann",1,23
"1094","866","planspiel",1,34
"1095","866","relation",1,34
"1096","866","schulstuf",1,23
"1097","866","status",2,34
"1098","866","urteil",1,17
"1099","1193","besuch",1,8
"1100","1193","fachunterricht",1,7
"1101","1193","grenz",1,8
"1102","1193","lernort",3,8
"1103","1193","mobil",2,21
"1104","1193","nachteil",1,21
"1105","1193","schulerlabor",3,8
"1106","1193","standort",2,8
"1107","1193","traditionell",1,21
"1108","1193","variant",1,8
"1109","1193","woch",1,21
"1110","1444","interessiert",1,29
"1111","1444","mangelnd",1,29
"1112","1444","math",2,13
"1113","1444","mathemat",3,13
"1114","1444","nach",2,11
"1115","1444","notig",1,13
"1116","1444","physikolympiad",3,29
"1117","1444","rund",2,11
"1118","1444","wettbewerb",1,29
"1119","643","assessment",6,36
"1120","643","formativ",6,36
"1121","643","forschend",1,25
"1122","643","lernstand",1,36
"1123","643","prozessbezog",3,36
"1124","643","ruckmeld",1,36
"1125","761","development",1,11
"1126","761","eingeschrankt",1,11
"1127","761","energi",1,34
"1128","761","entwicklungsverlauf",1,7
"1129","761","fachunterricht",1,7
"1130","761","kern",1,11
"1131","761","kohort",1,11
"1132","761","konzeptverstandnis",2,11
"1133","761","materi",1,23
"1134","761","reaktion",1,23
"1135","761","zeitraum",1,11
"1136","763","adressatengerecht",1,16
"1137","763","ausstell",1,8
"1138","763","befind",1,15
"1139","763","erweiter",1,15
"1140","763","experimentiert",1,16
"1141","763","forschungsarbeit",1,14
"1142","763","fortbild",1,15
"1143","763","fruhjahr",1,15
"1144","763","lernort",1,8
"1145","763","real",1,10
"1146","763","schnittstell",1,16
"1147","763","seminar",1,6
"1148","6","erschein",1,21
"1149","6","forschend",1,25
"1150","6","forschungsprozess",1,1
"1151","6","histor",1,20
"1152","6","implementier",1,20
"1153","6","jahrhundert",1,21
"1154","6","orientier",1,4
"1155","6","schulalltag",1,4
"1156","6","situativ",1,17
"1157","6","werkstatt",1,4
"1158","6","zielsetz",1,4
"1159","505","kognitionspsycholog",1,13
"1160","505","mathemat",2,13
"1161","505","mathematikunterricht",1,13
"1162","505","modelli",1,13
"1163","505","modellierungskreislauf",2,13
"1164","505","rekonstruiert",1,13
"1165","505","verdeut",1,13
"1166","505","vorgenomm",1,13
"1167","865","absolviert",1,27
"1168","865","alltagsnah",1,27
"1169","865","interventionsgrupp",2,27
"1170","865","kodiert",1,27
"1171","865","problemlos",1,32
"1172","865","problemlosefah",1,29
"1173","865","schulerlabor",1,8
"1174","865","sieh",1,27
"1175","865","training",2,27
"1176","1175","erd",1,16
"1177","1175","feld",1,26
"1178","1175","interviewleitfad",1,16
"1179","1175","konstruktivist",1,22
"1180","1175","kultur",1,16
"1181","1175","kulturell",3,16
"1182","1175","sachverhalt",1,32
"1183","1175","temperatur",3,16
"1184","1175","warm",4,16
"1185","506","daneb",1,13
"1186","506","mathemat",7,13
"1187","506","modelli",1,13
"1188","506","modellierungskreislauf",1,13
"1189","506","strukturell",1,13
"1190","506","verfahr",1,18
"1191","506","werkzeug",1,13
"1192","506","wissenschaftstheoret",2,13
"1193","581","adressatengerecht",1,28
"1194","581","bedarfsanalys",2,28
"1195","581","betreu",1,28
"1196","581","lab",1,28
"1197","581","leitend",1,28
"1198","581","multimedial",1,28
"1199","581","objektiv",1,28
"1200","581","praktika",4,28
"1201","581","praktikum",2,28
"1202","581","supported",1,28
"1203","581","transf",1,31
"1204","581","tsl",1,28
"1205","809","beschleun",1,16
"1206","809","mathematikdidakt",1,9
"1207","809","schatz",2,3
"1208","809","strategi",1,5
"1209","809","temperatur",1,16
"1210","809","typ",1,21
"1211","831","belast",1,31
"1212","831","effektivitat",1,27
"1213","831","hinreich",1,1
"1214","831","implizit",1,17
"1215","831","laborpraktika",2,31
"1216","831","luck",1,31
"1217","831","mangelnd",1,27
"1218","831","onlin",1,3
"1219","831","tatig",1,25
"1220","1015","chain",2,25
"1221","1015","dau",1,25
"1222","1015","education",1,25
"1223","1015","entdeck",1,25
"1224","1015","forschend",1,25
"1225","1015","fragebogenstudi",1,25
"1226","1015","hilfestell",1,25
"1227","1015","interessiert",1,25
"1228","1015","lehrerfortbild",4,15
"1229","1015","partn",1,25
"1230","1015","projektpartn",1,25
"1231","1015","reaction",2,25
"1232","1015","vorbild",1,25
"1233","1015","zwolf",2,25
"1234","1437","chemiestund",1,36
"1235","1437","schnittstell",1,16
"1236","1437","unterrichtsmethod",1,3
"1237","1437","unterrichtsphas",1,36
"1238","1437","web",1,25
"1239","1296","erachtet",1,32
"1240","1296","erklar",4,32
"1241","1296","geschloss",1,32
"1242","1296","interessiert",1,29
"1243","1296","konzeptualisier",1,32
"1244","1296","unterrichtserklar",3,32
"1245","1296","vorgenomm",1,32
"1246","1360","alt",1,26
"1247","1360","antwort",1,26
"1248","1360","basiskonzept",1,26
"1249","1360","einfach",3,26
"1250","1360","elektrizitatslehr",2,26
"1251","1360","erklar",1,32
"1252","1360","neun",1,26
"1253","1360","rasch",1,26
"1254","1360","stromkreis",3,26
"1255","1360","stuf",2,26
"1256","1360","testitem",1,26
"1257","1360","unterzog",1,26
"1258","1360","vorgelegt",1,26
"1259","1360","zweistuf",1,26
"1260","331","denkprozess",1,13
"1261","331","erklar",1,32
"1262","331","klarung",1,13
"1263","331","mathemat",7,13
"1264","331","problemlos",1,32
"1265","331","sachverhalt",2,32
"1266","331","schulbuch",1,30
"1267","331","vorgab",2,13
"1268","331","zusammenfuhr",1,13
"1269","1018","prozedural",1,15
"1270","1018","reich",1,23
"1271","1018","reprasentation",1,18
"1272","1018","reprasentationsform",1,23
"1273","1018","ubersetz",1,18
"1274","1271","bedeutet",1,27
"1275","1271","behindertenrechtskonvention",1,1
"1276","1271","for",1,24
"1277","1271","gleichwert",1,27
"1278","1271","heterogenitat",1,1
"1279","1271","inklusiv",1,1
"1280","1271","lernprogramm",1,10
"1281","1271","multimedial",2,28
"1282","1271","reaktion",1,27
"1283","1271","schulleb",1,27
"1284","1271","technologi",2,28
"1285","1271","udl",3,24
"1286","1271","universal",1,24
"1287","1271","universell",1,28
"1288","1271","unterrichtsein",2,27
"1289","1462","auseinand",1,28
"1290","1462","digital",2,28
"1291","1462","experimentalgrupp",2,19
"1292","1462","interaktiv",2,28
"1293","1462","mangelnd",1,28
"1294","1462","materi",2,23
"1295","1462","medi",1,28
"1296","1462","mental",1,28
"1297","1462","oben",1,28
"1298","1462","teilcheneb",1,28
"1299","1462","teilchenwelt",1,28
"1300","884","chemielehrerinn",2,20
"1301","884","development",1,20
"1302","884","forschend",6,25
"1303","884","fortbild",1,15
"1304","884","gruppendiskussion",1,25
"1305","884","lehrerinn",1,20
"1306","884","osterreich",3,20
"1307","884","professional",1,20
"1308","884","vielfach",1,20
"1309","1318","erschein",3,21
"1310","1318","gefragt",1,21
"1311","1318","gewicht",1,21
"1312","1318","identitat",4,21
"1313","1318","messbar",1,21
"1314","1318","narrativ",2,21
"1315","1318","objekt",1,21
"1316","1318","orientier",1,21
"1317","1318","paradigma",1,21
"1318","1318","problemlosefah",1,21
"1319","1318","setz",2,21
"1320","1318","status",1,21
"1321","1192","bedingungsfaktor",1,8
"1322","1192","besuch",1,8
"1323","1192","charakteristika",1,8
"1324","1192","engeln",1,8
"1325","1192","engmasch",1,8
"1326","1192","handlung",2,10
"1327","1192","kognition",1,8
"1328","1192","mint",1,7
"1329","1192","pawek",1,8
"1330","1192","physikbezog",1,22
"1331","1192","schulerlabor",6,8
"1332","1192","verand",1,22
"1333","811","elaboriert",1,36
"1334","811","erhielt",1,36
"1335","811","formativ",1,36
"1336","811","interventionsgrupp",1,36
"1337","811","lernstand",1,36
"1338","811","ruckmeld",5,36
"1339","811","variablenkontrollstrategi",3,36
"1340","1150","bruck",1,13
"1341","1150","bspw",1,11
"1342","1150","gebrauch",1,13
"1343","1150","kluft",3,13
"1344","1150","lernweg",1,2
"1345","1150","strategi",2,5
"1346","1150","welt",1,11
"1347","161","chemielehrkraft",1,37
"1348","161","coactiv",1,37
"1349","161","facett",1,37
"1350","161","kil",1,37
"1351","161","mathemat",1,13
"1352","161","modelli",1,13
"1353","161","professionswiss",5,37
"1354","161","profil",1,37
"1355","161","transf",1,31
"1356","161","wadis",1,37
"1357","161","zeichnet",1,37
"1358","1066","analyseverfahr",1,2
"1359","1066","begabt",3,2
"1360","1066","hoch",2,2
"1361","1066","kind",5,2
"1362","1066","kommunikation",1,2
"1363","1066","lerngegenstand",1,2
"1364","1066","motiviert",1,2
"1365","1066","nutzbar",1,2
"1366","1066","personlichkeitsmerkmal",1,2
"1367","1066","reaktion",2,2
"1368","1066","sequenz",1,2
"1369","1066","undod",1,2
"1370","1066","zweistuf",1,2
"1371","868","klassenfuhr",1,24
"1372","868","nachteil",2,21
"1373","868","nutzbar",1,24
"1374","868","peer",1,12
"1375","868","sequenz",1,24
"1376","868","unterrichtsminiatur",2,24
"1377","868","unterrichtsqualitat",2,24
"1378","209","community",1,12
"1379","209","divers",1,12
"1380","209","education",4,12
"1381","209","erlangt",1,12
"1382","209","erschein",1,12
"1383","209","gewiss",1,12
"1384","209","heterogenitat",1,20
"1385","209","tagungsband",1,12
"1386","115","diversitat",3,1
"1387","115","grundsatz",1,1
"1388","115","handlungsfeld",1,14
"1389","115","heterogenitat",2,1
"1390","115","lernvoraussetz",1,1
"1391","115","materiali",1,16
"1392","115","normativ",2,1
"1393","115","unterrichtsgescheh",1,1
"1394","115","vorbereitet",1,1
"1395","645","chemielehrkraft",1,37
"1396","645","coactiv",1,37
"1397","645","kodiermanual",1,37
"1398","645","professionswiss",2,37
"1399","645","schulerleist",2,37
"1400","645","unterrichtshandeln",1,37
"1401","1082","ausbildungsinhalt",1,2
"1402","1082","chemielehramtsstudier",2,2
"1403","1082","fallstudi",1,2
"1404","1082","forschungsdesiderat",1,2
"1405","1082","interview",1,2
"1406","1082","kumulativ",1,2
"1407","1082","lernort",1,8
"1408","1082","ruckschluss",1,2
"1409","1082","schulpraktika",2,2
"1410","1082","wissensaufbau",1,2
"1411","1019","haltung",1,3
"1412","1019","kompetenzerleb",1,12
"1413","1019","labor",3,6
"1414","1019","mint",2,7
"1415","1019","personlichkeitsmerkmal",1,6
"1416","1019","praktika",1,28
"1417","1019","praxisbezug",1,6
"1418","1019","schulerlabor",1,8
"1419","1019","seminar",1,6
"1420","1019","standort",1,8
"1421","1137","digital",3,28
"1422","1137","elf",1,28
"1423","1137","ergab",1,4
"1424","1137","kolleg",2,28
"1425","1137","medi",3,28
"1426","1137","orientier",1,4
"1427","1137","zielgerichtet",1,2
"1428","237","animation",1,18
"1429","237","berechn",1,21
"1430","237","einfach",1,21
"1431","237","entspricht",1,18
"1432","237","feedback",1,4
"1433","237","graphisch",1,18
"1434","237","mathemat",1,13
"1435","237","modellbild",1,13
"1436","237","nachteil",1,21
"1437","237","programm",2,21
"1438","237","softwar",1,18
"1439","237","unbekannt",1,18
"1440","237","verfahr",1,18
"1441","237","verhalt",1,18
"1442","237","vorhersag",1,18
"1443","1311","befindet",2,1
"1444","1311","kompetenzentwickl",1,33
"1445","1311","zeitaufwand",1,1
"1446","408","aufgabenschwier",2,31
"1447","408","auswahl",1,31
"1448","408","authentizitat",3,31
"1449","408","darstellungsform",3,31
"1450","408","geschicht",1,4
"1451","408","kuhn",1,31
"1452","1535","gewinnbring",1,29
"1453","1535","mint",2,7
"1454","1535","posterbeitrag",1,29
"1455","1535","professionswiss",2,37
"1456","1535","schulalltag",2,29
"1457","1535","seminar",1,6
"1458","1535","technologi",4,29
"1459","995","alt",1,17
"1460","995","angebahnt",1,7
"1461","995","bildungsangebot",2,17
"1462","995","forschend",2,25
"1463","995","mint",3,7
"1464","995","neun",1,7
"1465","995","schulerlabor",3,8
"1466","995","zwolf",1,25
"1467","448","aussagekraft",1,20
"1468","448","chemieschulbuch",1,28
"1469","448","getroff",1,30
"1470","448","ingenieurwissenschaft",1,35
"1471","448","kommunikation",1,18
"1472","448","mayring",1,20
"1473","448","medi",1,28
"1474","448","medizin",1,11
"1475","448","neun",1,7
"1476","448","schulbuch",2,30
"1477","448","unterrichtsvorbereit",1,30
"1478","1533","deutschlandweit",1,9
"1479","1533","digital",4,28
"1480","1533","digitalisier",1,28
"1481","1533","inklusion",1,1
"1482","1533","medi",3,28
"1483","1533","praxissem",1,24
"1484","1533","qualifikation",1,11
"1485","1533","seminar",2,6
"1486","1533","strategi",1,5
"1487","1533","vorgab",1,19
"1488","1533","voruntersuch",1,28
"1489","1533","welt",1,19
"1490","546","histor",3,20
"1491","546","lederman",1,3
"1492","546","nos",1,24
"1493","546","organ",2,35
"1494","546","original",1,3
"1495","546","schrift",1,8
"1496","546","schulerlabor",1,8
"1497","546","schulerperspektiv",1,17
"1498","936","charakterist",1,36
"1499","936","fokussier",1,36
"1500","936","kategori",1,36
"1501","936","klausur",1,36
"1502","936","schulwiss",4,36
"1503","936","vertieft",3,36
